,Name,Intro,Link
265,ICL,Fertilizers and Specialty Minerals,https://finder.startupnationcentral.org/company_page/icl
266,Maytronics,Pool-cleaning Technologies,https://finder.startupnationcentral.org/company_page/maytronics
267,UltraCharge,Lithium-ion Battery Technology,https://finder.startupnationcentral.org/company_page/ultracharge
268,Seener-G,Industrial Energy Optimization and Management,https://finder.startupnationcentral.org/company_page/seener-g1
269,Plastic Back,Converting Plastic Waste into Crude Oil,https://finder.startupnationcentral.org/company_page/plastic-back
270,Pika,Machine for Cleaning Reusable Diapers,https://finder.startupnationcentral.org/company_page/pika
271,Aquallence,Ozone-based Water Purification Solutions,https://finder.startupnationcentral.org/company_page/aquallence
272,Killer Whale,Electronic Antibacterial Device for Toilet Disinfection,https://finder.startupnationcentral.org/company_page/killer-whale
273,DUSMIT,Chemical-free Air Purification Solutions,https://finder.startupnationcentral.org/company_page/dusmit
274,Woosh Water Systems,Network of Public Water Stations,https://finder.startupnationcentral.org/company_page/woosh
275,Hilico,Rain Harvesting Device,https://finder.startupnationcentral.org/company_page/hilico
276,CQM,Automatic Tube Cleaning System and Chemical-free Water Treatment Solutions,https://finder.startupnationcentral.org/company_page/CQM
277,Lishtot,Rapid Detection of Contaminants in Drinking Water,https://finder.startupnationcentral.org/company_page/lishtot
278,Crispify,Automotive In-cabin Air Quality and User Experience Management System,https://finder.startupnationcentral.org/company_page/crispify
279,Clairion,Industrial Pollutant Removal Solutions,https://finder.startupnationcentral.org/company_page/mercuremoval
280,Aqualink,Water Filtration Systems for Households and Offices,https://finder.startupnationcentral.org/company_page/aqualink-ltd
281,BetterAir,Probiotic Air and Surface Purifier,https://finder.startupnationcentral.org/company_page/better-air
282,Brightmerge,Optimization Platform for Renewable Energy Micro-grid Systems,https://finder.startupnationcentral.org/company_page/brightmerge-israel
283,3DBattery,Solid Cell Technology for Rechargeable Microbatteries,https://finder.startupnationcentral.org/company_page/3d-battery
284,City Transformer,Foldable Electric City Car,https://finder.startupnationcentral.org/company_page/city-transformer
285,Turbulent Technologies,Large-scale Liquid Mixing and Separation Systems,https://finder.startupnationcentral.org/company_page/turbulent-technologies
286,NanoPlate,"Functional, Nanotechnology-based Coatings",https://finder.startupnationcentral.org/company_page/nanoplate
287,Hanita Coatings,Window Films for Insulation and Energy Efficiency,https://finder.startupnationcentral.org/company_page/hanita-coatings
288,AMS Technologies,Specialty Ultrafiltration and Nanofiltration Membranes,https://finder.startupnationcentral.org/company_page/ams-technologies
289,Hofit Kibbutz Kinneret,Plastic Parts and Accessories,https://finder.startupnationcentral.org/company_page/hofit-kibbutz-kinneret
290,Bluvstein Binot Topaz,Water and Wastewater Treatment Systems,https://finder.startupnationcentral.org/company_page/bluvstein-binot-topaz
291,BambooBike,Electric Bamboo Bike,https://finder.startupnationcentral.org/company_page/bamboo-bike1
292,Odis Filtering,Water and Wastewater Treatment Plants,https://finder.startupnationcentral.org/company_page/odis-filtering
293,Melodea,Cellulose Nanocrystals from Renewable Sources,https://finder.startupnationcentral.org/company_page/melodea
294,Millennium Electric T.O.U.,PV and PVT Solar Technologies,https://finder.startupnationcentral.org/company_page/millennium-electric-t-o-u
295,ETV Energy,Lithium-ion Batteries for Electric Vehicles,https://finder.startupnationcentral.org/company_page/etv-motors-etv-energy
296,Leviathan Energy,"Clean Power from Wind, Hydro, and Wave Products",https://finder.startupnationcentral.org/company_page/leviathan-energy
297,Nimrod Industries,Solar and Electric Water Heating System Components,https://finder.startupnationcentral.org/company_page/nimrod-industries
298,Nortex Technologies,Smart Grid Solutions for Utilities Management,https://finder.startupnationcentral.org/company_page/nortex-technologies
299,Ormat Technologies,Geothermal Power and Renewable Energy Solutions,https://finder.startupnationcentral.org/company_page/ormat-technologies
300,WERPO,Using Sea Wave Technology to Generate Electricity,https://finder.startupnationcentral.org/company_page/werpo
301,Hop Engineering,Prevention and Elimination of Scale and Rust in Water Systems,https://finder.startupnationcentral.org/company_page/hop-engineering
302,IncrediBowl,Edible Tableware,https://finder.startupnationcentral.org/company_page/incredibowl
303,GridON,Fault Current Limiter,https://finder.startupnationcentral.org/company_page/gridon
304,PowerPlug,PC Power Management,https://finder.startupnationcentral.org/company_page/powerplug
305,W-Cycle,Eco-friendly Packaging Solutions,https://finder.startupnationcentral.org/company_page/ecosi
306,Tamuz Electronics,Energy Systems and Backup Technologies,https://finder.startupnationcentral.org/company_page/tamuz-electronics
307,Metrolight,LED and IoT Solutions,https://finder.startupnationcentral.org/company_page/metrolight
308,GreenOn,Incentivizing Environmentally Friendly Transportation,https://finder.startupnationcentral.org/company_page/greenon
309,Moon Solar Light,Solar Street Lighting and Related Safety Products,https://finder.startupnationcentral.org/company_page/msl
310,Yamit,Filtration and Water Treatment,https://finder.startupnationcentral.org/company_page/yamit
311,E.P.C.,Onsite Wastewater Recycling Technologies,https://finder.startupnationcentral.org/company_page/epc
312,GES,Water Treatment Plant Design and Construction,https://finder.startupnationcentral.org/company_page/ges
313,UET,Chemical-free Water Treatment Systems,https://finder.startupnationcentral.org/company_page/uet
314,SATEC Powerful Solutions,Energy Management Solutions,https://finder.startupnationcentral.org/company_page/satec
315,Advice Electronics,Power Supply Systems,https://finder.startupnationcentral.org/company_page/advice-electronics
316,Amcor Solar Energies,Solar and Electrical Heating Systems,https://finder.startupnationcentral.org/company_page/amcor-solar-energies1
317,Krausz Industries,Pipe-joining and Clamp Solutions for Water and Wastewater Applications,https://finder.startupnationcentral.org/company_page/krausz-industries
318,Ofra Aqua Plants,Ecologic Water and Wastewater Purification Systems,https://finder.startupnationcentral.org/company_page/ofra-aqua-plants
319,Gnrgy,Smart Grid for Appliances and EV Charging Solutions,https://finder.startupnationcentral.org/company_page/gnrgy
320,AHG Energy,Hybrid Solar Power Systems,https://finder.startupnationcentral.org/company_page/al-hadeshe
321,Magen eco-Energy,Solar Thermal Solutions,https://finder.startupnationcentral.org/company_page/magen-eco-energy
322,Metzer Group,Drip Irrigation and Pipelines,https://finder.startupnationcentral.org/company_page/metzerplas
323,Battery Solution International,Battery Life Extension and Refurbishment,https://finder.startupnationcentral.org/company_page/battery-solution-international-bsi
324,FOTONICA,Energy-saving Light Systems for Plants,https://finder.startupnationcentral.org/company_page/florafotonica
325,GreenSpense,Propellant-free Continuous Dispensing Technology,https://finder.startupnationcentral.org/company_page/greenspense-ltd
326,Anglebase,Soilless Culture Containers and Irrigation Funnels,https://finder.startupnationcentral.org/company_page/anglebase
327,Talgil Computing & Control,Irrigation Control Systems,https://finder.startupnationcentral.org/company_page/talgil-computing-control
328,Levgum,Environmentally Friendly Devulcanization Technology for Rubber Recycling,https://finder.startupnationcentral.org/company_page/levgum
329,Aqwise,Biological Water and Wastewater Treatment Solutions,https://finder.startupnationcentral.org/company_page/aqwise
330,Hoffmann & Hoffmann,Control and Monitoring Instrumentation for the Water Market,https://finder.startupnationcentral.org/company_page/hoffmann-hoffmann
331,Desalitech,High-efficiency Water Treatment and Reuse,https://finder.startupnationcentral.org/company_page/desalitech
332,R-Jet Engineering,Gas Turbine Engine,https://finder.startupnationcentral.org/company_page/r-jet-engineering
333,Gaash Lighting,Indoor and Outdoor Lighting Manufacturer,https://finder.startupnationcentral.org/company_page/gaash-lighting
334,enVerid Systems,Energy-saving HVAC Load Reduction,https://finder.startupnationcentral.org/company_page/enverid
335,VGI,Organic Fertilizers,https://finder.startupnationcentral.org/company_page/vgi
336,New Delek,Production of Biofuel for Automobiles,https://finder.startupnationcentral.org/company_page/new-delek
337,Kenaf Ventures,Natural Alternatives for the Plastics and Construction Industries,https://finder.startupnationcentral.org/company_page/kenaf-ventures
338,NRG Spring,Energy Storage System,https://finder.startupnationcentral.org/company_page/nrg-spring
339,TripleW,Converting Organic Waste into Bioplastics,https://finder.startupnationcentral.org/company_page/3plw
340,Pollight,Wireless Building Automation System,https://finder.startupnationcentral.org/company_page/pollight
341,ABI Energy,Pipeline Transportation of Medium Flow,https://finder.startupnationcentral.org/company_page/abi-energy
342,Vortex Ecological Technologies,Industrial Pollution Control Systems,https://finder.startupnationcentral.org/company_page/vortex
343,AGM Communication & Control,Real-time Distribution Control Networking,https://finder.startupnationcentral.org/company_page/agm-communication-control-ltd
344,Ecology Services,Industrial Waste Recycling and Recovery,https://finder.startupnationcentral.org/company_page/ecology-services
345,Galcon,Control Systems for Water Infrastructures,https://finder.startupnationcentral.org/company_page/galcon
346,Reali Technologies,Industrial IoT Remote Control and SCADA Solution,https://finder.startupnationcentral.org/company_page/reali-technologies-realiteq
347,ArrowEcology,Municipal Solid Waste Treatment Facilities,https://finder.startupnationcentral.org/company_page/arrowecology
348,Baccara,Automated Systems for Industry and Agriculture,https://finder.startupnationcentral.org/company_page/baccara
349,Chromagen,Hot Water Solutions,https://finder.startupnationcentral.org/company_page/chromagen
350,Magic Technologies,Water-saving Products,https://finder.startupnationcentral.org/company_page/magic-technologies
351,IsraZion,Plastic and Textile Recycling,https://finder.startupnationcentral.org/company_page/israzion
352,Fighting Treetop Fire,Laser Technology for Forest Fire Suppression,https://finder.startupnationcentral.org/company_page/fighting-treetop-fire-ftf
353,GreenVision Systems,Hyperspectral Imaging Technology and Systems,https://finder.startupnationcentral.org/company_page/greenvision-systems
354,Plasgan,Water and Humidity Technologies,https://finder.startupnationcentral.org/company_page/plasgan
355,DiagSense,Predictive Maintenance for Mechanical Systems and Pipelines,https://finder.startupnationcentral.org/company_page/diagsense
356,Green ELMF Cables,Extra-low Electromagnetic Field Cables,https://finder.startupnationcentral.org/company_page/green-elmf-cables
357,PIP Pulsators,Low-flow Frost Protection and Irrigation Products,https://finder.startupnationcentral.org/company_page/pulsating-irrigation-products-pip
358,Elgressy Engineering Services,Electrochemical Water Treatment,https://finder.startupnationcentral.org/company_page/elgressy-engineering-services
359,ZET Industries,Water and Sewage Conducting Systems,https://finder.startupnationcentral.org/company_page/zet-industries
360,ESOL Energy Solutions,"Heating, Cooling, and Air Conditioning Technology",https://finder.startupnationcentral.org/company_page/esol-energy-solutions-ltd1
361,EcoHandling,Eco-friendly Packaging and Storage Products,https://finder.startupnationcentral.org/company_page/ecohandling
362,Treitel Chemical Engineering,Industrial Water Purification Systems,https://finder.startupnationcentral.org/company_page/treitel
363,Databin,IoT Monitoring and Management of Waste Disposal Bins,https://finder.startupnationcentral.org/company_page/databin
364,Vortex Energy,Energy Optimization for Heating and Air Conditioning Systems,https://finder.startupnationcentral.org/company_page/vortex-energy
365,WaterComms,Mobile Networking Platform to Improve Access to Drinking Water,https://finder.startupnationcentral.org/company_page/watercomms
366,Madey Vered,Water Meters,https://finder.startupnationcentral.org/company_page/madey-vered
367,Clicko-Brick,"Recycled, Disposable Plastic Containers",https://finder.startupnationcentral.org/company_page/clicko-brick
368,EcoTech Recycling,Rubber Recycling,https://finder.startupnationcentral.org/company_page/ecotech-recycling
369,Compost Or,Organic Waste Recycling Facilities,https://finder.startupnationcentral.org/company_page/compost-or
370,Green Wall Israel,Design and Construction of Vertical Gardens,https://finder.startupnationcentral.org/company_page/green-wall-israel
371,Shacham Givat Ada,Organic Waste Recycling and Fertilizer Pellets,https://finder.startupnationcentral.org/company_page/shacham-givat-ada
372,Madan Technologies,Water Management Equipment,https://finder.startupnationcentral.org/company_page/madan-technologies
373,AlgaeArt,Spirulina Production Using Desalination Byproduct,https://finder.startupnationcentral.org/company_page/algaeart
374,CirculAir,Solar-powered Cooling System for Vehicles,https://finder.startupnationcentral.org/company_page/circulair
375,Solav Energy,Solar Water Heating System,https://finder.startupnationcentral.org/company_page/solav-energy
376,Cine'al,Jellyfish-based Absorbent Products,https://finder.startupnationcentral.org/company_page/cine-al
377,ThermaSphera,Multi-polytropic Process for Energy Storage,https://finder.startupnationcentral.org/company_page/thermasphera
378,Tamuz Energy,Industrial Process Solar Heat,https://finder.startupnationcentral.org/company_page/tamuz-energy
379,Designer Energy,Producing Biofuel from Sugars,https://finder.startupnationcentral.org/company_page/designer-energy
380,Pythagoras Solar,Building-integrated Photovoltaics for Self-powered Buildings,https://finder.startupnationcentral.org/company_page/pythagoras-solar
381,Renergy,Energy Recovery Technology for Desalination,https://finder.startupnationcentral.org/company_page/renergy
382,InEnSto,Innovations in Energy Storage,https://finder.startupnationcentral.org/company_page/inensto
383,CellEra,Low-cost Fuel Cell Technology,https://finder.startupnationcentral.org/company_page/cellera
384,Yeloha,Peer-to-peer Solar-sharing Network,https://finder.startupnationcentral.org/company_page/yeloha
385,Peak-Dynamics,Smart Water Network Management,https://finder.startupnationcentral.org/company_page/peak-dynamics
386,Virdia,Cellulosic Sugars and Lignin for Renewable Chemicals Production,https://finder.startupnationcentral.org/company_page/virdia
387,Pentalum Technologies,Wind Sensing and Measuring Technology,https://finder.startupnationcentral.org/company_page/pentalum-technologies
388,Linum Systems,Thermal Solar-based Air-conditioning,https://finder.startupnationcentral.org/company_page/linum-systems
389,Utilight,Printing Technology Enabling Efficient Solar-cell Conversion,https://finder.startupnationcentral.org/company_page/utilight
390,Battery Switchy,Battery-swapping Machines for Light Electric Vehicles,https://finder.startupnationcentral.org/company_page/battery-switchy
391,RevAmp Technologies,Producing Electricity by Cooling the Environment,https://finder.startupnationcentral.org/company_page/RevAmp-Technologies
392,Drying Sludge Technology,Improving Sewage Sludge Quality,https://finder.startupnationcentral.org/company_page/drying-sludge-technology-dst
393,SolariPhy,Higher Efficiency for Photovoltaic Cells,https://finder.startupnationcentral.org/company_page/solariphy
394,Emefcy,Energy-efficient Wastewater Treatment,https://finder.startupnationcentral.org/company_page/emefcy
395,Engineuity Research & Development,Alternative Fuels Based on Natural Gas,https://finder.startupnationcentral.org/company_page/engineuity
396,Cardboard Technologies,Bikes and Wheelchairs Made from Recycled Cardboard,https://finder.startupnationcentral.org/company_page/cardboard-technologies
397,Kedma Solar,Solar Energy Systems for Consumers,https://finder.startupnationcentral.org/company_page/kedma-solar
398,Flywheel Energy,Flash Charger for Electrical Vehicles,https://finder.startupnationcentral.org/company_page/energo-on
399,Pulvit Industries,Ultrasound Technology for Pectin Extraction,https://finder.startupnationcentral.org/company_page/pulvit-industries-ltd
400,Winflex,Wind Turbine Technology,https://finder.startupnationcentral.org/company_page/winflex
401,Arcoline,Solution For Power Outages,https://finder.startupnationcentral.org/company_page/arcoline
402,EnStorage,Long-lasting Energy Storage Systems,https://finder.startupnationcentral.org/company_page/enstorage
403,SunBoost,Add-on Optical PV Collector for Greenhouses,https://finder.startupnationcentral.org/company_page/sunboost
404,O2Waterator,Water Pressure-based Aeration System for Fish Ponds,https://finder.startupnationcentral.org/company_page/o2waterator
405,HydroP,Performance-enhancing Additives for Desalination Membranes,https://finder.startupnationcentral.org/company_page/hydrop
406,GFA Advanced System,Aquaculture System for Freshwater and Saltwater Fish,https://finder.startupnationcentral.org/company_page/gfa
407,AORA Solar,"High-temperature, Concentrated Solar Power Technologies",https://finder.startupnationcentral.org/company_page/aora
408,SMART Fertilizer Management,Fertilizer Optimization Software,https://finder.startupnationcentral.org/company_page/smart
409,HydroSpin,Hydroelectric Power for Smart Water Monitoring,https://finder.startupnationcentral.org/company_page/hydrospin
410,Lesico CleanTech,Reducing the Volume of Liquid Waste in Water Treatment,https://finder.startupnationcentral.org/company_page/lesico-cleantech
411,Kalisaya,Portable Energy Generator with Folding Solar Panels,https://finder.startupnationcentral.org/company_page/kalisaya
412,SolEx Water,Oil and Gas Industry Wastewater Treatment,https://finder.startupnationcentral.org/company_page/solex-water
413,SPC Tech,Smart Water-pressure Modular Control System,https://finder.startupnationcentral.org/company_page/spc-tech
414,BAS - Biological Alarm Systems,Monitoring Water and Air Quality,https://finder.startupnationcentral.org/company_page/bas
415,GreenIQ,IoT for Landscape Irrigation,https://finder.startupnationcentral.org/company_page/greeniq
416,Greener Israel,Smart Bin for Waste Management,https://finder.startupnationcentral.org/company_page/greener-israel
417,Mabat Chemical Systems,Chemical Delivery and Blending System Developer,https://finder.startupnationcentral.org/company_page/mabat
418,PowerSines,Energy Management and Voltage Optimization Solutions,https://finder.startupnationcentral.org/company_page/powersines
419,Formulex Pharma Innovations,Nanotechnology-based Drug Delivery and Formulation,https://finder.startupnationcentral.org/company_page/solubest
420,EntroSys,Air Conditioning for Motorcycles,https://finder.startupnationcentral.org/company_page/entrosys
421,Zira,Energy Management App for Manufacturers,https://finder.startupnationcentral.org/company_page/lightapp-technologies
422,Romold Technologies,Polyethylene Tank and Part Manufacturer,https://finder.startupnationcentral.org/company_page/romold
423,FILT AIR,Air Filtration Solutions,https://finder.startupnationcentral.org/company_page/filt-air
424,Biopuremax,Water Purification for the Pharmaceutical Industry,https://finder.startupnationcentral.org/company_page/biopuremax
425,Modcon Systems,Oil and Gas Process Analyzer Systems,https://finder.startupnationcentral.org/company_page/modcon-systems
426,Stream Control,Electronic Controller for Water Network Pressure Management,https://finder.startupnationcentral.org/company_page/stream-control
427,VoltaNano,Nanotechnology-enhanced Lead-acid Batteries,https://finder.startupnationcentral.org/company_page/voltanano
428,SunDWater,Solar-powered Water Purification,https://finder.startupnationcentral.org/company_page/sundwater
429,Orad,Perimeter Defense and Comprehensive Security Solutions,https://finder.startupnationcentral.org/company_page/orad
430,Mopline Machshevet,Agricultural Machine Manufacturer,https://finder.startupnationcentral.org/company_page/mopline
431,MyClubz,Digital ID Card Management System,https://finder.startupnationcentral.org/company_page/myclubz
432,Haama Group,Manufacturer of Textile and Insulation Products,https://finder.startupnationcentral.org/company_page/haama
433,Lextran,Air Pollutant Removal in Industrial Installations,https://finder.startupnationcentral.org/company_page/lextran
434,Hakohav Valves,Durable Industrial Valve Manufacturer,https://finder.startupnationcentral.org/company_page/hakohav-valves
435,Gasngo,Fuel and Fleet Control and Management,https://finder.startupnationcentral.org/company_page/gasngo
436,Econologic Systems,Water-saving Faucets and Shower Heads,https://finder.startupnationcentral.org/company_page/econologic-systems
437,EST - Ecological Systems & Treatment,Organic Chemical Pollution Elimination,https://finder.startupnationcentral.org/company_page/est
438,Chen Liquid Heater,Electromagnetic Induction Water Heater,https://finder.startupnationcentral.org/company_page/chen-liquid-heater-uheat
439,Bulbee,Social Platform for Domestic Energy Usage,https://finder.startupnationcentral.org/company_page/bulbee
440,Elad Technologies,Metal Surface Preparation and Wastewater Treatment,https://finder.startupnationcentral.org/company_page/elad-technologies
441,Meircell,Rugged Battery Packs,https://finder.startupnationcentral.org/company_page/meircell
442,Advantix Systems,Dehumidification and Cooling,https://finder.startupnationcentral.org/company_page/advantix-systems
443,MDS Heat,Indoor and Outdoor Heating Solutions,https://finder.startupnationcentral.org/company_page/mds-heat
444,Mobile Physics,Environmental Condition Measurement,https://finder.startupnationcentral.org/company_page/mobile-physics
445,KAST,Silicone Products for Medical and Irrigation Applications,https://finder.startupnationcentral.org/company_page/kast
446,Mas Bully,Wetsuit Washer,https://finder.startupnationcentral.org/company_page/mas-bully
447,MDC Plastic Industries,Plastic Tube Manufacturer,https://finder.startupnationcentral.org/company_page/mdc-industries
448,Bel Technologies,Water Treatment and Processing Products,https://finder.startupnationcentral.org/company_page/bel
449,RosenProtest Green IT,Social Network to Promote Recycling Bins,https://finder.startupnationcentral.org/company_page/rosenprotest-green-it
450,Hadass Filtration Solutions,Water Dispensers and Filtration Systems,https://finder.startupnationcentral.org/company_page/hadass-filtration-solutions
451,NanoSpun,Smart Fibrous Mats and Surfaces,https://finder.startupnationcentral.org/company_page/nanospun
452,Aquatron Robotic Technology,Automatic Pool Cleaners,https://finder.startupnationcentral.org/company_page/aquatron
453,R.Z.E.E,Waste-water Management,https://finder.startupnationcentral.org/company_page/r-z-e-e
454,Bermad,Water Control Solutions,https://finder.startupnationcentral.org/company_page/bermad
455,Aquanity,Water-revitalizing Technology,https://finder.startupnationcentral.org/company_page/aquanity
456,ECO-OS,"Data-driven Resilience, Sustainability, and Innovation",https://finder.startupnationcentral.org/company_page/ecoos
457,LipoGreen,Contaminated Soil Treatment,https://finder.startupnationcentral.org/company_page/lipogreen
458,Environmental Energy Resources (EER),Energy-generating Waste Treatment,https://finder.startupnationcentral.org/company_page/environmental-energy-resources-eer
459,Green City,Enzyme Technology for Biodiesel Production,https://finder.startupnationcentral.org/company_page/green-city
460,CelluFlux,Bio-based Materials and Chemicals,https://finder.startupnationcentral.org/company_page/celluflux
461,W.J. Gabriel Smart Buoy,Renewable Electricity Generation Using Wave Energy,https://finder.startupnationcentral.org/company_page/w-j-gabriel-smart-buoy
462,Nuozone,Double-barrier Corona Discharge Electrode for Ozone and Ion Technology,https://finder.startupnationcentral.org/company_page/nuozone
463,Fast Sense,Gas Analysis and Leak Detection Sensors-as-a-Service Platform,https://finder.startupnationcentral.org/company_page/fast-sense
464,TurboGen,High-efficiency Clean Power Generators for Buildings,https://finder.startupnationcentral.org/company_page/turbogen
465,Biotic,Bio-based PHBV Polymers,https://finder.startupnationcentral.org/company_page/bio-circular
466,Pitriya,A Fungal Technology Incubator,https://finder.startupnationcentral.org/company_page/pitriya
467,GreenieCom,Electric Shopping Bag Dispensers,https://finder.startupnationcentral.org/company_page/greeniecom-ltd
468,Balena,Sustainable Thermoplastic Materials for the Fashion Industry,https://finder.startupnationcentral.org/company_page/balena
469,Alkemy,Plastic Recycling Technology,https://finder.startupnationcentral.org/company_page/alkemy
470,LIGC Application,Technology for Producing Porous Graphene Foam,https://finder.startupnationcentral.org/company_page/ligc-application
471,Gobble Waste Technologies,Medical Waste Management Solutions Using Cold Plasma,https://finder.startupnationcentral.org/company_page/gwt
472,HGT Group,Air Purification and Corrosion Prevention Solutions,https://finder.startupnationcentral.org/company_page/hgt-group
473,Alteco A.I,Energy Optimization Predictive Tools,https://finder.startupnationcentral.org/company_page/alteco-ai
474,Fenec Labs,IoT Monitoring and Control System for Large-scale Split Air Conditioning Installations,https://finder.startupnationcentral.org/company_page/fenec-labs-ltd
475,Priceless -Water technologies,Advanced Air Purification Solution,https://finder.startupnationcentral.org/company_page/priceless-water
476,Steriline,Lead–acid Carbon Nanotube Battery,https://finder.startupnationcentral.org/company_page/steriline
477,Salvation Battery,Circular Textile Waste Management System,https://finder.startupnationcentral.org/company_page/salvation-battery
478,Re-Fresh Global,Saving Energy and Fuel in the Food Industry and Cooling Logistics,https://finder.startupnationcentral.org/company_page/re-fresh-global
479,Nam Technology,LED Electronic Drivers,https://finder.startupnationcentral.org/company_page/n-a-m-technology-ltd
480,Lightech,Colored LED Lights,https://finder.startupnationcentral.org/company_page/lightech
481,ZevaLed,Energy Management Systems,https://finder.startupnationcentral.org/company_page/zevaled
482,Catom Energy,Automated Parking & Charging System for e-Bicycle,https://finder.startupnationcentral.org/company_page/catom-energy
483,Bike&Park,Carbon Reduction Solution for the Mobility Industry,https://finder.startupnationcentral.org/company_page/bike-park
484,Clearly,Agricultural Waste Recycling Platform,https://finder.startupnationcentral.org/company_page/clearly
485,NoWaste,Eco-friendly Solar Panel Soiling Solutions,https://finder.startupnationcentral.org/company_page/nowaste4s
486,Dustoss,Data Analysis of Consumer Waste,https://finder.startupnationcentral.org/company_page/dustoss
487,Binsight,Agri-voltaic Modules for Urban Environment,https://finder.startupnationcentral.org/company_page/binsight
488,Bing Klima,Green Energy Generation Management System,https://finder.startupnationcentral.org/company_page/bing-klima
489,Fonto Power,Algae-based Next Generation Biorefinery,https://finder.startupnationcentral.org/company_page/fonto-power
490,Atzot Technologies,Renewable Sea Wave Energy Solutions,https://finder.startupnationcentral.org/company_page/atzot
491,Yam Pro Energy,Drink-stirring Cups,https://finder.startupnationcentral.org/company_page/yam-pro-energy
492,We-Can,Trough Data Analysis for Dairy Farmers,https://finder.startupnationcentral.org/company_page/we-can
493,COEXIST,Citizen Engagement Platform,https://finder.startupnationcentral.org/company_page/true-trough-data
494,Sela,Recycling Solutions,https://finder.startupnationcentral.org/company_page/sela-for-smarter-cleaner-cities
495,Poly X,Autonomous Irrigation Control,https://finder.startupnationcentral.org/company_page/poly-x
496,C.I.T Controlled Irrigation Technologies,Climate Intelligence Solution,https://finder.startupnationcentral.org/company_page/c-i-t-controlled-irrigation-technologies
497,Setpoint,Cashless Electric Vehicle Charging Stations,https://finder.startupnationcentral.org/company_page/Setpoint
498,EV Meter,Advanced Laboratory Analytical Instruments,https://finder.startupnationcentral.org/company_page/ev-meter
499,Sion Technologies,Oil-on-water Leak Detection Systems,https://finder.startupnationcentral.org/company_page/sion-technologies
500,Agar Environmental,Producing Electricity from Sewage Flow,https://finder.startupnationcentral.org/company_page/agar-enevonment-ltd-leakwise
501,Drainergy,Air Conditioning and Purification Systems,https://finder.startupnationcentral.org/company_page/drainergy
502,Tadiran Group,Source Recycling Technologies,https://finder.startupnationcentral.org/company_page/tadiran-holdings
503,Precycle,Off-grid Emergency Sanitation Solutions,https://finder.startupnationcentral.org/company_page/precycles
504,Fabriloo,Real-time Water Quality Monitoring Platform,https://finder.startupnationcentral.org/company_page/fabriloo
505,AQUALITAS Technologies,3D Sunlight-tracking Technology,https://finder.startupnationcentral.org/company_page/aqualitas-technologies
506,KorenEnergy,Space-based Quantum AIoT Platform,https://finder.startupnationcentral.org/company_page/k
507,QuantumLeap,Solar Paint that Converts Sunlight into Electricity,https://finder.startupnationcentral.org/company_page/quantumleap
508,SolOr,Long-duration Energy Storage Systems,https://finder.startupnationcentral.org/company_page/solor
509,Emmesh,Turning Plastic Waste into Textile,https://finder.startupnationcentral.org/company_page/emmesh
510,Remeant Technologies,Green Shade for Smart Cities,https://finder.startupnationcentral.org/company_page/remeant-technologies-ltd
511,BioShade,Efficient Heat Engine,https://finder.startupnationcentral.org/company_page/bioshade
512,Luminescent,Dynamic Agri-voltaic System,https://finder.startupnationcentral.org/company_page/luminescent-solar-power
513,Agri-Light Energy Systems,Converting Agricultural Waste into Chemicals,https://finder.startupnationcentral.org/company_page/agri-light-energy-systems
514,CannaRe,Medical Imaging Solutions,https://finder.startupnationcentral.org/company_page/cannare
515,Hila Pharma,Industrial Carbon Capture and Residential Air Purification Solutions,https://finder.startupnationcentral.org/company_page/hila-pharma
516,Airovation Technologies,Biochemical Hydrogen Production Process,https://finder.startupnationcentral.org/company_page/airovation-technologies
517,Edrei Bio Hydrogen,Industrial Cooling Technologies,https://finder.startupnationcentral.org/company_page/edrei-bio-hydrogen1
518,GreenFridge,Converting Industrial Wastewater into Green Hydrogen,https://finder.startupnationcentral.org/company_page/greenfridge
519,Purammon,Grid-aware Appliances,https://finder.startupnationcentral.org/company_page/purammon
520,Power IQ,Hydro-electric Solutions,https://finder.startupnationcentral.org/company_page/poweriq
521,Seanergy Electric,Sustainability Solutions for Marine Transportation,https://finder.startupnationcentral.org/company_page/seanergy-electric-ltd
522,Marine Edge,Green Building Solutions,https://finder.startupnationcentral.org/company_page/marine-edge
523,EVA,Environmental Solutions,https://finder.startupnationcentral.org/company_page/eva
524,Seambiotic,Remote Control and Energy Consumption Monitoring,https://finder.startupnationcentral.org/company_page/seambiotic
525,Larotec,Water and Air Technologies,https://finder.startupnationcentral.org/company_page/larotec
526,BeAir,Sunlight-based Water Splitting for Green Hydrogen Generation,https://finder.startupnationcentral.org/company_page/beair
527,QDSOL,Perovskite Photovoltaic Cells,https://finder.startupnationcentral.org/company_page/qdsol-ltd
528,SOLRA,Solar Energy Asset Management Platform,https://finder.startupnationcentral.org/company_page/solra
529,SolarView,EV Infrastructure Management System for Property Management Companies,https://finder.startupnationcentral.org/company_page/solarview-io
530,GRE-EMS,Smart Waste Management Solution,https://finder.startupnationcentral.org/company_page/gre-ems
531,Cyber Green On-line Solutions,High-nitrogen Fertilizer Production Technology,https://finder.startupnationcentral.org/company_page/cyber-green-on-line-solutions
532,Cyanotech,Wind Propulsion System for Merchant Ships,https://finder.startupnationcentral.org/company_page/cyanotech
533,NayamWings,Crowd-based Waste Management,https://finder.startupnationcentral.org/company_page/naymwings
